♥K, ♥A, ♣4, ♠K, ♦8 | pair
♦10, ♦A, ♣7, ♦K, ♦A | pair
♦10, ♦A, ♣7, ♠K, ♠7 | pair
♦10, ♦A, ♣7, ♠K, ♥A | pair
♦10, ♦A, ♣7, ♠K, ♦A | pair
♦10, ♦A, ♣7, ♠7, ♥A | two pairs
♦10, ♦A, ♣7, ♠7, ♦8 | pair
♦10, ♦A, ♣7, ♠7, ♦2 | pair
♦10, ♦A, ♣7, ♠7, ♦A | two pairs
♦10, ♦A, ♣7, ♥A, ♦8 | pair
♦10, ♦A, ♣7, ♥A, ♦2 | pair
♦10, ♦A, ♣7, ♥A, ♦A | three of a kind
♦10, ♦A, ♣7, ♦8, ♦A | pair
♦10, ♦A, ♣7, ♦2, ♦A | pair
♦10, ♦A, ♦K, ♠K, ♠7 | pair
♦10, ♦A, ♦K, ♠K, ♥A | two pairs
♦10, ♦A, ♦K, ♠K, ♦8 | pair
♦10, ♦A, ♦K, ♠K, ♦2 | pair
♦10, ♦A, ♦K, ♠K, ♦A | two pairs
♦10, ♦A, ♦K, ♠7, ♥A | pair
♦10, ♦A, ♦K, ♠7, ♦A | pair
♦10, ♦A, ♦K, ♥A, ♦8 | pair
♦10, ♦A, ♦K, ♥A, ♦2 | pair
♦10, ♦A, ♦K, ♥A, ♦A | three of a kind
♦10, ♦A, ♦K, ♦8, ♦2 | flush
♦10, ♦A, ♦K, ♦8, ♦A | flush
♦10, ♦A, ♦K, ♦2, ♦A | flush
♦10, ♦A, ♠K, ♠7, ♥A | pair
♦10, ♦A, ♠K, ♠7, ♦A | pair
♦10, ♦A, ♠K, ♥A, ♦8 | pair
♦10, ♦A, ♠K, ♥A, ♦2 | pair
♦10, ♦A, ♠K, ♥A, ♦A | three of a kind
♦10, ♦A, ♠K, ♦8, ♦A | pair
♦10, ♦A, ♠K, ♦2, ♦A | pair
♦10, ♦A, ♠7, ♥A, ♦8 | pair
♦10, ♦A, ♠7, ♥A, ♦2 | pair
♦10, ♦A, ♠7, ♥A, ♦A | three of a kind
♦10, ♦A, ♠7, ♦8, ♦A | pair
♦10, ♦A, ♠7, ♦2, ♦A | pair
♦10, ♦A, ♥A, ♦8, ♦2 | pair
♦10, ♦A, ♥A, ♦8, ♦A | three of a kind
♦10, ♦A, ♥A, ♦2, ♦A | three of a kind
♦10, ♦A, ♦8, ♦2, ♦A | flush
♦10, ♣7, ♦K, ♠K, ♠7 | two pairs
♦10, ♣7, ♦K, ♠K, ♥A | pair
♦10, ♣7, ♦K, ♠K, ♦8 | pair
♦10, ♣7, ♦K, ♠K, ♦2 | pair
♦10, ♣7, ♦K, ♠K, ♦A | pair
♦10, ♣7, ♦K, ♠7, ♥A | pair
♦10, ♣7, ♦K, ♠7, ♦8 | pair
♦10, ♣7, ♦K, ♠7, ♦2 | pair
♦10, ♣7, ♦K, ♠7, ♦A | pair
♦10, ♣7, ♦K, ♥A, ♦A | pair
♦10, ♣7, ♠K, ♠7, ♥A | pair
♦10, ♣7, ♠K, ♠7, ♦8 | pair
♦10, ♣7, ♠K, ♠7, ♦2 | pair
♦10, ♣7, ♠K, ♠7, ♦A | pair
♦10, ♣7, ♠K, ♥A, ♦A | pair
♦10, ♣7, ♠7, ♥A, ♦8 | pair
♦10, ♣7, ♠7, ♥A, ♦2 | pair
♦10, ♣7, ♠7, ♥A, ♦A | two pairs
♦10, ♣7, ♠7, ♦8, ♦2 | pair
♦10, ♣7, ♠7, ♦8, ♦A | pair
♦10, ♣7, ♠7, ♦2, ♦A | pair
♦10, ♣7, ♥A, ♦8, ♦A | pair
♦10, ♣7, ♥A, ♦2, ♦A | pair
♦10, ♦K, ♠K, ♠7, ♥A | pair
♦10, ♦K, ♠K, ♠7, ♦8 | pair
♦10, ♦K, ♠K, ♠7, ♦2 | pair
♦10, ♦K, ♠K, ♠7, ♦A | pair
♦10, ♦K, ♠K, ♥A, ♦8 | pair
♦10, ♦K, ♠K, ♥A, ♦2 | pair
♦10, ♦K, ♠K, ♥A, ♦A | two pairs
♦10, ♦K, ♠K, ♦8, ♦2 | pair
♦10, ♦K, ♠K, ♦8, ♦A | pair
♦10, ♦K, ♠K, ♦2, ♦A | pair
♦10, ♦K, ♠7, ♥A, ♦A | pair
♦10, ♦K, ♥A, ♦8, ♦A | pair
♦10, ♦K, ♥A, ♦2, ♦A | pair
♦10, ♦K, ♦8, ♦2, ♦A | flush
♦10, ♠K, ♠7, ♥A, ♦A | pair
♦10, ♠K, ♥A, ♦8, ♦A | pair
♦10, ♠K, ♥A, ♦2, ♦A | pair
♦10, ♠7, ♥A, ♦8, ♦A | pair
♦10, ♠7, ♥A, ♦2, ♦A | pair
♦10, ♥A, ♦8, ♦2, ♦A | pair
♦A, ♣7, ♦K, ♠K, ♠7 | two pairs
♦A, ♣7, ♦K, ♠K, ♥A | two pairs
♦A, ♣7, ♦K, ♠K, ♦8 | pair
♦A, ♣7, ♦K, ♠K, ♦2 | pair
♦A, ♣7, ♦K, ♠K, ♦A | two pairs
♦A, ♣7, ♦K, ♠7, ♥A | two pairs
♦A, ♣7, ♦K, ♠7, ♦8 | pair
♦A, ♣7, ♦K, ♠7, ♦2 | pair
♦A, ♣7, ♦K, ♠7, ♦A | two pairs
♦A, ♣7, ♦K, ♥A, ♦8 | pair
♦A, ♣7, ♦K, ♥A, ♦2 | pair
♦A, ♣7, ♦K, ♥A, ♦A | three of a kind
♦A, ♣7, ♦K, ♦8, ♦A | pair
♦A, ♣7, ♦K, ♦2, ♦A | pair
♦A, ♣7, ♠K, ♠7, ♥A | two pairs
♦A, ♣7, ♠K, ♠7, ♦8 | pair
♦A, ♣7, ♠K, ♠7, ♦2 | pair
♦A, ♣7, ♠K, ♠7, ♦A | two pairs
♦A, ♣7, ♠K, ♥A, ♦8 | pair
♦A, ♣7, ♠K, ♥A, ♦2 | pair
♦A, ♣7, ♠K, ♥A, ♦A | three of a kind
♦A, ♣7, ♠K, ♦8, ♦A | pair
♦A, ♣7, ♠K, ♦2, ♦A | pair
♦A, ♣7, ♠7, ♥A, ♦8 | two pairs
♦A, ♣7, ♠7, ♥A, ♦2 | two pairs
♦A, ♣7, ♠7, ♥A, ♦A | fullhouse
♦A, ♣7, ♠7, ♦8, ♦2 | pair
♦A, ♣7, ♠7, ♦8, ♦A | two pairs
♦A, ♣7, ♠7, ♦2, ♦A | two pairs
♦A, ♣7, ♥A, ♦8, ♦2 | pair
♦A, ♣7, ♥A, ♦8, ♦A | three of a kind
♦A, ♣7, ♥A, ♦2, ♦A | three of a kind
♦A, ♣7, ♦8, ♦2, ♦A | pair
♦A, ♦K, ♠K, ♠7, ♥A | two pairs
♦A, ♦K, ♠K, ♠7, ♦8 | pair
♦A, ♦K, ♠K, ♠7, ♦2 | pair
♦A, ♦K, ♠K, ♠7, ♦A | two pairs
♦A, ♦K, ♠K, ♥A, ♦8 | two pairs
♦A, ♦K, ♠K, ♥A, ♦2 | two pairs
♦A, ♦K, ♠K, ♥A, ♦A | fullhouse
♦A, ♦K, ♠K, ♦8, ♦2 | pair
♦A, ♦K, ♠K, ♦8, ♦A | two pairs
♦A, ♦K, ♠K, ♦2, ♦A | two pairs
♦A, ♦K, ♠7, ♥A, ♦8 | pair
♦A, ♦K, ♠7, ♥A, ♦2 | pair
♦A, ♦K, ♠7, ♥A, ♦A | three of a kind
♦A, ♦K, ♠7, ♦8, ♦A | pair
♦A, ♦K, ♠7, ♦2, ♦A | pair
♦A, ♦K, ♥A, ♦8, ♦2 | pair
♦A, ♦K, ♥A, ♦8, ♦A | three of a kind
♦A, ♦K, ♥A, ♦2, ♦A | three of a kind
♦A, ♦K, ♦8, ♦2, ♦A | flush
♦A, ♠K, ♠7, ♥A, ♦8 | pair
♦A, ♠K, ♠7, ♥A, ♦2 | pair
♦A, ♠K, ♠7, ♥A, ♦A | three of a kind
♦A, ♠K, ♠7, ♦8, ♦A | pair
♦A, ♠K, ♠7, ♦2, ♦A | pair
♦A, ♠K, ♥A, ♦8, ♦2 | pair
♦A, ♠K, ♥A, ♦8, ♦A | three of a kind
♦A, ♠K, ♥A, ♦2, ♦A | three of a kind
♦A, ♠K, ♦8, ♦2, ♦A | pair
♦A, ♠7, ♥A, ♦8, ♦2 | pair
♦A, ♠7, ♥A, ♦8, ♦A | three of a kind
♦A, ♠7, ♥A, ♦2, ♦A | three of a kind
♦A, ♠7, ♦8, ♦2, ♦A | pair
♦A, ♥A, ♦8, ♦2, ♦A | three of a kind
♣7, ♦K, ♠K, ♠7, ♥A | two pairs
♣7, ♦K, ♠K, ♠7, ♦8 | two pairs
♣7, ♦K, ♠K, ♠7, ♦2 | two pairs
♣7, ♦K, ♠K, ♠7, ♦A | two pairs
♣7, ♦K, ♠K, ♥A, ♦8 | pair
♣7, ♦K, ♠K, ♥A, ♦2 | pair
♣7, ♦K, ♠K, ♥A, ♦A | two pairs
♣7, ♦K, ♠K, ♦8, ♦2 | pair
♣7, ♦K, ♠K, ♦8, ♦A | pair
♣7, ♦K, ♠K, ♦2, ♦A | pair
♣7, ♦K, ♠7, ♥A, ♦8 | pair
♣7, ♦K, ♠7, ♥A, ♦2 | pair
♣7, ♦K, ♠7, ♥A, ♦A | two pairs
♣7, ♦K, ♠7, ♦8, ♦2 | pair
♣7, ♦K, ♠7, ♦8, ♦A | pair
♣7, ♦K, ♠7, ♦2, ♦A | pair
♣7, ♦K, ♥A, ♦8, ♦A | pair
♣7, ♦K, ♥A, ♦2, ♦A | pair
♣7, ♠K, ♠7, ♥A, ♦8 | pair
♣7, ♠K, ♠7, ♥A, ♦2 | pair
♣7, ♠K, ♠7, ♥A, ♦A | two pairs
♣7, ♠K, ♠7, ♦8, ♦2 | pair
♣7, ♠K, ♠7, ♦8, ♦A | pair
♣7, ♠K, ♠7, ♦2, ♦A | pair
♣7, ♠K, ♥A, ♦8, ♦A | pair
♣7, ♠K, ♥A, ♦2, ♦A | pair
♣7, ♠7, ♥A, ♦8, ♦2 | pair
♣7, ♠7, ♥A, ♦8, ♦A | two pairs
♣7, ♠7, ♥A, ♦2, ♦A | two pairs
♣7, ♠7, ♦8, ♦2, ♦A | pair
♣7, ♥A, ♦8, ♦2, ♦A | pair
♦K, ♠K, ♠7, ♥A, ♦8 | pair
♦K, ♠K, ♠7, ♥A, ♦2 | pair
♦K, ♠K, ♠7, ♥A, ♦A | two pairs
♦K, ♠K, ♠7, ♦8, ♦2 | pair
♦K, ♠K, ♠7, ♦8, ♦A | pair
♦K, ♠K, ♠7, ♦2, ♦A | pair
♦K, ♠K, ♥A, ♦8, ♦2 | pair
♦K, ♠K, ♥A, ♦8, ♦A | two pairs
♦K, ♠K, ♥A, ♦2, ♦A | two pairs
♦K, ♠K, ♦8, ♦2, ♦A | pair
♦K, ♠7, ♥A, ♦8, ♦A | pair
♦K, ♠7, ♥A, ♦2, ♦A | pair
♦K, ♥A, ♦8, ♦2, ♦A | pair
♠K, ♠7, ♥A, ♦8, ♦A | pair
♠K, ♠7, ♥A, ♦2, ♦A | pair
♠K, ♥A, ♦8, ♦2, ♦A | pair
♠7, ♥A, ♦8, ♦2, ♦A | pair
