♠Q, ♥A, ♦8, ♣J, ♥8 | pair
♣8, ♥Q, ♥Q, ♥5, ♦8 | two pairs
♣8, ♥Q, ♥Q, ♦8, ♥Q | fullhouse
♣8, ♥Q, ♥Q, ♦8, ♦8 | fullhouse
♣8, ♥Q, ♥Q, ♥Q, ♦8 | fullhouse
♣8, ♥Q, ♠7, ♦K, ♦8 | pair
♣8, ♥Q, ♠7, ♦K, ♥Q | pair
♣8, ♥Q, ♠7, ♦K, ♦8 | pair
♣8, ♥Q, ♠7, ♥2, ♦8 | pair
♣8, ♥Q, ♠7, ♥2, ♥Q | pair
♣8, ♥Q, ♠7, ♥2, ♦8 | pair
♣8, ♥Q, ♠7, ♥5, ♦8 | pair
♣8, ♥Q, ♠7, ♥5, ♥Q | pair
♣8, ♥Q, ♠7, ♥5, ♦8 | pair
♣8, ♥Q, ♠7, ♦8, ♥Q | two pairs
♣8, ♥Q, ♠7, ♦8, ♦8 | three of a kind
♣8, ♥Q, ♠7, ♥Q, ♦8 | two pairs
♣8, ♥Q, ♦K, ♥2, ♦8 | pair
♣8, ♥Q, ♦K, ♥2, ♥Q | pair
♣8, ♥Q, ♦K, ♥2, ♦8 | pair
♣8, ♥Q, ♦K, ♥5, ♦8 | pair
♣8, ♥Q, ♦K, ♥5, ♥Q | pair
♣8, ♥Q, ♦K, ♥5, ♦8 | pair
♣8, ♥Q, ♦K, ♦8, ♥Q | two pairs
♣8, ♥Q, ♦K, ♦8, ♦8 | three of a kind
♣8, ♥Q, ♦K, ♥Q, ♦8 | two pairs
♣8, ♥Q, ♥2, ♥5, ♦8 | pair
♣8, ♥Q, ♥2, ♥5, ♥Q | pair
♣8, ♥Q, ♥2, ♥5, ♦8 | pair
♣8, ♥Q, ♥2, ♦8, ♥Q | two pairs
♣8, ♥Q, ♥2, ♦8, ♦8 | three of a kind
♣8, ♥Q, ♥2, ♥Q, ♦8 | two pairs
♣8, ♥Q, ♥5, ♦8, ♥Q | two pairs
♣8, ♥Q, ♥5, ♦8, ♦8 | three of a kind
♣8, ♥Q, ♥5, ♥Q, ♦8 | two pairs
♣8, ♥Q, ♦8, ♥Q, ♦8 | fullhouse
♣8, ♥Q, ♠7, ♦K, ♦8 | pair
♣8, ♥Q, ♠7, ♦K, ♥Q | pair
♣8, ♥Q, ♠7, ♦K, ♦8 | pair
♣8, ♥Q, ♠7, ♥2, ♦8 | pair
♣8, ♥Q, ♠7, ♥2, ♥Q | pair
♣8, ♥Q, ♠7, ♥2, ♦8 | pair
♣8, ♥Q, ♠7, ♥5, ♦8 | pair
♣8, ♥Q, ♠7, ♥5, ♥Q | pair
♣8, ♥Q, ♠7, ♥5, ♦8 | pair
♣8, ♥Q, ♠7, ♦8, ♥Q | two pairs
♣8, ♥Q, ♠7, ♦8, ♦8 | three of a kind
♣8, ♥Q, ♠7, ♥Q, ♦8 | two pairs
♣8, ♥Q, ♦K, ♥2, ♦8 | pair
♣8, ♥Q, ♦K, ♥2, ♥Q | pair
♣8, ♥Q, ♦K, ♥2, ♦8 | pair
♣8, ♥Q, ♦K, ♥5, ♦8 | pair
♣8, ♥Q, ♦K, ♥5, ♥Q | pair
♣8, ♥Q, ♦K, ♥5, ♦8 | pair
♣8, ♥Q, ♦K, ♦8, ♥Q | two pairs
♣8, ♥Q, ♦K, ♦8, ♦8 | three of a kind
♣8, ♥Q, ♦K, ♥Q, ♦8 | two pairs
♣8, ♥Q, ♥2, ♥5, ♦8 | pair
♣8, ♥Q, ♥2, ♥5, ♥Q | pair
♣8, ♥Q, ♥2, ♥5, ♦8 | pair
♣8, ♥Q, ♥2, ♦8, ♥Q | two pairs
♣8, ♥Q, ♥2, ♦8, ♦8 | three of a kind
♣8, ♥Q, ♥2, ♥Q, ♦8 | two pairs
♣8, ♥Q, ♥5, ♦8, ♥Q | two pairs
♣8, ♥Q, ♥5, ♦8, ♦8 | three of a kind
♣8, ♥Q, ♥5, ♥Q, ♦8 | two pairs
♣8, ♥Q, ♦8, ♥Q, ♦8 | fullhouse
♣8, ♠7, ♦K, ♥2, ♦8 | pair
♣8, ♠7, ♦K, ♥2, ♦8 | pair
♣8, ♠7, ♦K, ♥5, ♦8 | pair
♣8, ♠7, ♦K, ♥5, ♦8 | pair
♣8, ♠7, ♦K, ♦8, ♥Q | pair
♣8, ♠7, ♦K, ♦8, ♦8 | three of a kind
♣8, ♠7, ♦K, ♥Q, ♦8 | pair
♣8, ♠7, ♥2, ♥5, ♦8 | pair
♣8, ♠7, ♥2, ♥5, ♦8 | pair
♣8, ♠7, ♥2, ♦8, ♥Q | pair
♣8, ♠7, ♥2, ♦8, ♦8 | three of a kind
♣8, ♠7, ♥2, ♥Q, ♦8 | pair
♣8, ♠7, ♥5, ♦8, ♥Q | pair
♣8, ♠7, ♥5, ♦8, ♦8 | three of a kind
♣8, ♠7, ♥5, ♥Q, ♦8 | pair
♣8, ♠7, ♦8, ♥Q, ♦8 | three of a kind
♣8, ♦K, ♥2, ♥5, ♦8 | pair
♣8, ♦K, ♥2, ♥5, ♦8 | pair
♣8, ♦K, ♥2, ♦8, ♥Q | pair
♣8, ♦K, ♥2, ♦8, ♦8 | three of a kind
♣8, ♦K, ♥2, ♥Q, ♦8 | pair
♣8, ♦K, ♥5, ♦8, ♥Q | pair
♣8, ♦K, ♥5, ♦8, ♦8 | three of a kind
♣8, ♦K, ♥5, ♥Q, ♦8 | pair
♣8, ♦K, ♦8, ♥Q, ♦8 | three of a kind
♣8, ♥2, ♥5, ♦8, ♥Q | pair
♣8, ♥2, ♥5, ♦8, ♦8 | three of a kind
♣8, ♥2, ♥5, ♥Q, ♦8 | pair
♣8, ♥2, ♦8, ♥Q, ♦8 | three of a kind
♣8, ♥5, ♦8, ♥Q, ♦8 | three of a kind
♥5, ♥Q, ♥Q, ♠7, ♦K | pair
♥5, ♥Q, ♥Q, ♠7, ♥2 | pair
♥5, ♥Q, ♥Q, ♠7, ♥5 | two pairs
♥5, ♥Q, ♥Q, ♠7, ♦8 | pair
♥5, ♥Q, ♥Q, ♠7, ♥Q | three of a kind
♥5, ♥Q, ♥Q, ♠7, ♦8 | pair
♥5, ♥Q, ♥Q, ♦K, ♥2 | pair
♥5, ♥Q, ♥Q, ♦K, ♥5 | two pairs
♥5, ♥Q, ♥Q, ♦K, ♦8 | pair
♥5, ♥Q, ♥Q, ♦K, ♥Q | three of a kind
♥5, ♥Q, ♥Q, ♦K, ♦8 | pair
♥5, ♥Q, ♥Q, ♥2, ♥5 | flush
♥5, ♥Q, ♥Q, ♥2, ♦8 | pair
♥5, ♥Q, ♥Q, ♥2, ♥Q | flush
♥5, ♥Q, ♥Q, ♥2, ♦8 | pair
♥5, ♥Q, ♥Q, ♥5, ♦8 | two pairs
♥5, ♥Q, ♥Q, ♥5, ♥Q | fullhouse
♥5, ♥Q, ♥Q, ♥5, ♦8 | two pairs
♥5, ♥Q, ♥Q, ♦8, ♥Q | three of a kind
♥5, ♥Q, ♥Q, ♦8, ♦8 | two pairs
♥5, ♥Q, ♥Q, ♥Q, ♦8 | three of a kind
♥5, ♥Q, ♠7, ♦K, ♥5 | pair
♥5, ♥Q, ♠7, ♦K, ♥Q | pair
♥5, ♥Q, ♠7, ♥2, ♥5 | pair
♥5, ♥Q, ♠7, ♥2, ♥Q | pair
♥5, ♥Q, ♠7, ♥5, ♦8 | pair
♥5, ♥Q, ♠7, ♥5, ♥Q | two pairs
♥5, ♥Q, ♠7, ♥5, ♦8 | pair
♥5, ♥Q, ♠7, ♦8, ♥Q | pair
♥5, ♥Q, ♠7, ♦8, ♦8 | pair
♥5, ♥Q, ♠7, ♥Q, ♦8 | pair
♥5, ♥Q, ♦K, ♥2, ♥5 | pair
♥5, ♥Q, ♦K, ♥2, ♥Q | pair
♥5, ♥Q, ♦K, ♥5, ♦8 | pair
♥5, ♥Q, ♦K, ♥5, ♥Q | two pairs
♥5, ♥Q, ♦K, ♥5, ♦8 | pair
♥5, ♥Q, ♦K, ♦8, ♥Q | pair
♥5, ♥Q, ♦K, ♦8, ♦8 | pair
♥5, ♥Q, ♦K, ♥Q, ♦8 | pair
♥5, ♥Q, ♥2, ♥5, ♦8 | pair
♥5, ♥Q, ♥2, ♥5, ♥Q | flush
♥5, ♥Q, ♥2, ♥5, ♦8 | pair
♥5, ♥Q, ♥2, ♦8, ♥Q | pair
♥5, ♥Q, ♥2, ♦8, ♦8 | pair
♥5, ♥Q, ♥2, ♥Q, ♦8 | pair
♥5, ♥Q, ♥5, ♦8, ♥Q | two pairs
♥5, ♥Q, ♥5, ♦8, ♦8 | two pairs
♥5, ♥Q, ♥5, ♥Q, ♦8 | two pairs
♥5, ♥Q, ♦8, ♥Q, ♦8 | two pairs
♥5, ♥Q, ♠7, ♦K, ♥5 | pair
♥5, ♥Q, ♠7, ♦K, ♥Q | pair
♥5, ♥Q, ♠7, ♥2, ♥5 | pair
♥5, ♥Q, ♠7, ♥2, ♥Q | pair
♥5, ♥Q, ♠7, ♥5, ♦8 | pair
♥5, ♥Q, ♠7, ♥5, ♥Q | two pairs
♥5, ♥Q, ♠7, ♥5, ♦8 | pair
♥5, ♥Q, ♠7, ♦8, ♥Q | pair
♥5, ♥Q, ♠7, ♦8, ♦8 | pair
♥5, ♥Q, ♠7, ♥Q, ♦8 | pair
♥5, ♥Q, ♦K, ♥2, ♥5 | pair
♥5, ♥Q, ♦K, ♥2, ♥Q | pair
♥5, ♥Q, ♦K, ♥5, ♦8 | pair
♥5, ♥Q, ♦K, ♥5, ♥Q | two pairs
♥5, ♥Q, ♦K, ♥5, ♦8 | pair
♥5, ♥Q, ♦K, ♦8, ♥Q | pair
♥5, ♥Q, ♦K, ♦8, ♦8 | pair
♥5, ♥Q, ♦K, ♥Q, ♦8 | pair
♥5, ♥Q, ♥2, ♥5, ♦8 | pair
♥5, ♥Q, ♥2, ♥5, ♥Q | flush
♥5, ♥Q, ♥2, ♥5, ♦8 | pair
♥5, ♥Q, ♥2, ♦8, ♥Q | pair
♥5, ♥Q, ♥2, ♦8, ♦8 | pair
♥5, ♥Q, ♥2, ♥Q, ♦8 | pair
♥5, ♥Q, ♥5, ♦8, ♥Q | two pairs
♥5, ♥Q, ♥5, ♦8, ♦8 | two pairs
♥5, ♥Q, ♥5, ♥Q, ♦8 | two pairs
♥5, ♥Q, ♦8, ♥Q, ♦8 | two pairs
♥5, ♠7, ♦K, ♥2, ♥5 | pair
♥5, ♠7, ♦K, ♥5, ♦8 | pair
♥5, ♠7, ♦K, ♥5, ♥Q | pair
♥5, ♠7, ♦K, ♥5, ♦8 | pair
♥5, ♠7, ♦K, ♦8, ♦8 | pair
♥5, ♠7, ♥2, ♥5, ♦8 | pair
♥5, ♠7, ♥2, ♥5, ♥Q | pair
♥5, ♠7, ♥2, ♥5, ♦8 | pair
♥5, ♠7, ♥2, ♦8, ♦8 | pair
♥5, ♠7, ♥5, ♦8, ♥Q | pair
♥5, ♠7, ♥5, ♦8, ♦8 | two pairs
♥5, ♠7, ♥5, ♥Q, ♦8 | pair
♥5, ♠7, ♦8, ♥Q, ♦8 | pair
♥5, ♦K, ♥2, ♥5, ♦8 | pair
♥5, ♦K, ♥2, ♥5, ♥Q | pair
♥5, ♦K, ♥2, ♥5, ♦8 | pair
♥5, ♦K, ♥2, ♦8, ♦8 | pair
♥5, ♦K, ♥5, ♦8, ♥Q | pair
♥5, ♦K, ♥5, ♦8, ♦8 | two pairs
♥5, ♦K, ♥5, ♥Q, ♦8 | pair
♥5, ♦K, ♦8, ♥Q, ♦8 | pair
♥5, ♥2, ♥5, ♦8, ♥Q | pair
♥5, ♥2, ♥5, ♦8, ♦8 | two pairs
♥5, ♥2, ♥5, ♥Q, ♦8 | pair
♥5, ♥2, ♦8, ♥Q, ♦8 | pair
♥5, ♥5, ♦8, ♥Q, ♦8 | two pairs
♥Q, ♥Q, ♠7, ♦K, ♥2 | pair
♥Q, ♥Q, ♠7, ♦K, ♥5 | pair
♥Q, ♥Q, ♠7, ♦K, ♦8 | pair
♥Q, ♥Q, ♠7, ♦K, ♥Q | three of a kind
♥Q, ♥Q, ♠7, ♦K, ♦8 | pair
♥Q, ♥Q, ♠7, ♥2, ♥5 | pair
♥Q, ♥Q, ♠7, ♥2, ♦8 | pair
♥Q, ♥Q, ♠7, ♥2, ♥Q | three of a kind
♥Q, ♥Q, ♠7, ♥2, ♦8 | pair
♥Q, ♥Q, ♠7, ♥5, ♦8 | pair
♥Q, ♥Q, ♠7, ♥5, ♥Q | three of a kind
♥Q, ♥Q, ♠7, ♥5, ♦8 | pair
♥Q, ♥Q, ♠7, ♦8, ♥Q | three of a kind
♥Q, ♥Q, ♠7, ♦8, ♦8 | two pairs
♥Q, ♥Q, ♠7, ♥Q, ♦8 | three of a kind
♥Q, ♥Q, ♦K, ♥2, ♥5 | pair
♥Q, ♥Q, ♦K, ♥2, ♦8 | pair
♥Q, ♥Q, ♦K, ♥2, ♥Q | three of a kind
♥Q, ♥Q, ♦K, ♥2, ♦8 | pair
♥Q, ♥Q, ♦K, ♥5, ♦8 | pair
♥Q, ♥Q, ♦K, ♥5, ♥Q | three of a kind
♥Q, ♥Q, ♦K, ♥5, ♦8 | pair
♥Q, ♥Q, ♦K, ♦8, ♥Q | three of a kind
♥Q, ♥Q, ♦K, ♦8, ♦8 | two pairs
♥Q, ♥Q, ♦K, ♥Q, ♦8 | three of a kind
♥Q, ♥Q, ♥2, ♥5, ♦8 | pair
♥Q, ♥Q, ♥2, ♥5, ♥Q | flush
♥Q, ♥Q, ♥2, ♥5, ♦8 | pair
♥Q, ♥Q, ♥2, ♦8, ♥Q | three of a kind
♥Q, ♥Q, ♥2, ♦8, ♦8 | two pairs
♥Q, ♥Q, ♥2, ♥Q, ♦8 | three of a kind
♥Q, ♥Q, ♥5, ♦8, ♥Q | three of a kind
♥Q, ♥Q, ♥5, ♦8, ♦8 | two pairs
♥Q, ♥Q, ♥5, ♥Q, ♦8 | three of a kind
♥Q, ♥Q, ♦8, ♥Q, ♦8 | fullhouse
♥Q, ♠7, ♦K, ♥2, ♥Q | pair
♥Q, ♠7, ♦K, ♥5, ♥Q | pair
♥Q, ♠7, ♦K, ♦8, ♥Q | pair
♥Q, ♠7, ♦K, ♦8, ♦8 | pair
♥Q, ♠7, ♦K, ♥Q, ♦8 | pair
♥Q, ♠7, ♥2, ♥5, ♥Q | pair
♥Q, ♠7, ♥2, ♦8, ♥Q | pair
♥Q, ♠7, ♥2, ♦8, ♦8 | pair
♥Q, ♠7, ♥2, ♥Q, ♦8 | pair
♥Q, ♠7, ♥5, ♦8, ♥Q | pair
♥Q, ♠7, ♥5, ♦8, ♦8 | pair
♥Q, ♠7, ♥5, ♥Q, ♦8 | pair
♥Q, ♠7, ♦8, ♥Q, ♦8 | two pairs
♥Q, ♦K, ♥2, ♥5, ♥Q | pair
♥Q, ♦K, ♥2, ♦8, ♥Q | pair
♥Q, ♦K, ♥2, ♦8, ♦8 | pair
♥Q, ♦K, ♥2, ♥Q, ♦8 | pair
♥Q, ♦K, ♥5, ♦8, ♥Q | pair
♥Q, ♦K, ♥5, ♦8, ♦8 | pair
♥Q, ♦K, ♥5, ♥Q, ♦8 | pair
♥Q, ♦K, ♦8, ♥Q, ♦8 | two pairs
♥Q, ♥2, ♥5, ♦8, ♥Q | pair
♥Q, ♥2, ♥5, ♦8, ♦8 | pair
♥Q, ♥2, ♥5, ♥Q, ♦8 | pair
♥Q, ♥2, ♦8, ♥Q, ♦8 | two pairs
♥Q, ♥5, ♦8, ♥Q, ♦8 | two pairs
♥Q, ♠7, ♦K, ♥2, ♥Q | pair
♥Q, ♠7, ♦K, ♥5, ♥Q | pair
♥Q, ♠7, ♦K, ♦8, ♥Q | pair
♥Q, ♠7, ♦K, ♦8, ♦8 | pair
♥Q, ♠7, ♦K, ♥Q, ♦8 | pair
♥Q, ♠7, ♥2, ♥5, ♥Q | pair
♥Q, ♠7, ♥2, ♦8, ♥Q | pair
♥Q, ♠7, ♥2, ♦8, ♦8 | pair
♥Q, ♠7, ♥2, ♥Q, ♦8 | pair
♥Q, ♠7, ♥5, ♦8, ♥Q | pair
♥Q, ♠7, ♥5, ♦8, ♦8 | pair
♥Q, ♠7, ♥5, ♥Q, ♦8 | pair
♥Q, ♠7, ♦8, ♥Q, ♦8 | two pairs
♥Q, ♦K, ♥2, ♥5, ♥Q | pair
♥Q, ♦K, ♥2, ♦8, ♥Q | pair
♥Q, ♦K, ♥2, ♦8, ♦8 | pair
♥Q, ♦K, ♥2, ♥Q, ♦8 | pair
♥Q, ♦K, ♥5, ♦8, ♥Q | pair
♥Q, ♦K, ♥5, ♦8, ♦8 | pair
♥Q, ♦K, ♥5, ♥Q, ♦8 | pair
♥Q, ♦K, ♦8, ♥Q, ♦8 | two pairs
♥Q, ♥2, ♥5, ♦8, ♥Q | pair
♥Q, ♥2, ♥5, ♦8, ♦8 | pair
♥Q, ♥2, ♥5, ♥Q, ♦8 | pair
♥Q, ♥2, ♦8, ♥Q, ♦8 | two pairs
♥Q, ♥5, ♦8, ♥Q, ♦8 | two pairs
♠7, ♦K, ♥2, ♦8, ♦8 | pair
♠7, ♦K, ♥5, ♦8, ♦8 | pair
♠7, ♦K, ♦8, ♥Q, ♦8 | pair
♠7, ♥2, ♥5, ♦8, ♦8 | pair
♠7, ♥2, ♦8, ♥Q, ♦8 | pair
♠7, ♥5, ♦8, ♥Q, ♦8 | pair
♦K, ♥2, ♥5, ♦8, ♦8 | pair
♦K, ♥2, ♦8, ♥Q, ♦8 | pair
♦K, ♥5, ♦8, ♥Q, ♦8 | pair
♥2, ♥5, ♦8, ♥Q, ♦8 | pair
