♥A, ♠3, ♣3, ♥J, ♥2 | pair
♥A, ♣A, ♥A, ♦9, ♦A | four of a kind!
♦9, ♣3, ♥2, ♠7, ♥7 | pair
♦9, ♣3, ♥2, ♠7, ♦9 | pair
♦9, ♣3, ♥2, ♥7, ♦9 | pair
♦9, ♣3, ♥2, ♣A, ♥A | pair
♦9, ♣3, ♥2, ♣A, ♦9 | pair
♦9, ♣3, ♥2, ♣A, ♦A | pair
♦9, ♣3, ♥2, ♥A, ♦9 | pair
♦9, ♣3, ♥2, ♥A, ♦A | pair
♦9, ♣3, ♥2, ♦9, ♦A | pair
♦9, ♣3, ♠7, ♥7, ♣A | pair
♦9, ♣3, ♠7, ♥7, ♥A | pair
♦9, ♣3, ♠7, ♥7, ♦9 | two pairs
♦9, ♣3, ♠7, ♥7, ♦A | pair
♦9, ♣3, ♠7, ♣A, ♥A | pair
♦9, ♣3, ♠7, ♣A, ♦9 | pair
♦9, ♣3, ♠7, ♣A, ♦A | pair
♦9, ♣3, ♠7, ♥A, ♦9 | pair
♦9, ♣3, ♠7, ♥A, ♦A | pair
♦9, ♣3, ♠7, ♦9, ♦A | pair
♦9, ♣3, ♥7, ♣A, ♥A | pair
♦9, ♣3, ♥7, ♣A, ♦9 | pair
♦9, ♣3, ♥7, ♣A, ♦A | pair
♦9, ♣3, ♥7, ♥A, ♦9 | pair
♦9, ♣3, ♥7, ♥A, ♦A | pair
♦9, ♣3, ♥7, ♦9, ♦A | pair
♦9, ♣3, ♣A, ♥A, ♦9 | two pairs
♦9, ♣3, ♣A, ♥A, ♦A | three of a kind
♦9, ♣3, ♣A, ♦9, ♦A | two pairs
♦9, ♣3, ♥A, ♦9, ♦A | two pairs
♦9, ♥2, ♠7, ♥7, ♣A | pair
♦9, ♥2, ♠7, ♥7, ♥A | pair
♦9, ♥2, ♠7, ♥7, ♦9 | two pairs
♦9, ♥2, ♠7, ♥7, ♦A | pair
♦9, ♥2, ♠7, ♣A, ♥A | pair
♦9, ♥2, ♠7, ♣A, ♦9 | pair
♦9, ♥2, ♠7, ♣A, ♦A | pair
♦9, ♥2, ♠7, ♥A, ♦9 | pair
♦9, ♥2, ♠7, ♥A, ♦A | pair
♦9, ♥2, ♠7, ♦9, ♦A | pair
♦9, ♥2, ♥7, ♣A, ♥A | pair
♦9, ♥2, ♥7, ♣A, ♦9 | pair
♦9, ♥2, ♥7, ♣A, ♦A | pair
♦9, ♥2, ♥7, ♥A, ♦9 | pair
♦9, ♥2, ♥7, ♥A, ♦A | pair
♦9, ♥2, ♥7, ♦9, ♦A | pair
♦9, ♥2, ♣A, ♥A, ♦9 | two pairs
♦9, ♥2, ♣A, ♥A, ♦A | three of a kind
♦9, ♥2, ♣A, ♦9, ♦A | two pairs
♦9, ♥2, ♥A, ♦9, ♦A | two pairs
♦9, ♠7, ♥7, ♣A, ♥A | two pairs
♦9, ♠7, ♥7, ♣A, ♦9 | two pairs
♦9, ♠7, ♥7, ♣A, ♦A | two pairs
♦9, ♠7, ♥7, ♥A, ♦9 | two pairs
♦9, ♠7, ♥7, ♥A, ♦A | two pairs
♦9, ♠7, ♥7, ♦9, ♦A | two pairs
♦9, ♠7, ♣A, ♥A, ♦9 | two pairs
♦9, ♠7, ♣A, ♥A, ♦A | three of a kind
♦9, ♠7, ♣A, ♦9, ♦A | two pairs
♦9, ♠7, ♥A, ♦9, ♦A | two pairs
♦9, ♥7, ♣A, ♥A, ♦9 | two pairs
♦9, ♥7, ♣A, ♥A, ♦A | three of a kind
♦9, ♥7, ♣A, ♦9, ♦A | two pairs
♦9, ♥7, ♥A, ♦9, ♦A | two pairs
♦9, ♣A, ♥A, ♦9, ♦A | fullhouse
♣3, ♥2, ♠7, ♥7, ♣A | pair
♣3, ♥2, ♠7, ♥7, ♥A | pair
♣3, ♥2, ♠7, ♥7, ♦9 | pair
♣3, ♥2, ♠7, ♥7, ♦A | pair
♣3, ♥2, ♠7, ♣A, ♥A | pair
♣3, ♥2, ♠7, ♣A, ♦A | pair
♣3, ♥2, ♠7, ♥A, ♦A | pair
♣3, ♥2, ♥7, ♣A, ♥A | pair
♣3, ♥2, ♥7, ♣A, ♦A | pair
♣3, ♥2, ♥7, ♥A, ♦A | pair
♣3, ♥2, ♣A, ♥A, ♦9 | pair
♣3, ♥2, ♣A, ♥A, ♦A | three of a kind
♣3, ♥2, ♣A, ♦9, ♦A | pair
♣3, ♥2, ♥A, ♦9, ♦A | pair
♣3, ♠7, ♥7, ♣A, ♥A | two pairs
♣3, ♠7, ♥7, ♣A, ♦9 | pair
♣3, ♠7, ♥7, ♣A, ♦A | two pairs
♣3, ♠7, ♥7, ♥A, ♦9 | pair
♣3, ♠7, ♥7, ♥A, ♦A | two pairs
♣3, ♠7, ♥7, ♦9, ♦A | pair
♣3, ♠7, ♣A, ♥A, ♦9 | pair
♣3, ♠7, ♣A, ♥A, ♦A | three of a kind
♣3, ♠7, ♣A, ♦9, ♦A | pair
♣3, ♠7, ♥A, ♦9, ♦A | pair
♣3, ♥7, ♣A, ♥A, ♦9 | pair
♣3, ♥7, ♣A, ♥A, ♦A | three of a kind
♣3, ♥7, ♣A, ♦9, ♦A | pair
♣3, ♥7, ♥A, ♦9, ♦A | pair
♣3, ♣A, ♥A, ♦9, ♦A | three of a kind
♥2, ♠7, ♥7, ♣A, ♥A | two pairs
♥2, ♠7, ♥7, ♣A, ♦9 | pair
♥2, ♠7, ♥7, ♣A, ♦A | two pairs
♥2, ♠7, ♥7, ♥A, ♦9 | pair
♥2, ♠7, ♥7, ♥A, ♦A | two pairs
♥2, ♠7, ♥7, ♦9, ♦A | pair
♥2, ♠7, ♣A, ♥A, ♦9 | pair
♥2, ♠7, ♣A, ♥A, ♦A | three of a kind
♥2, ♠7, ♣A, ♦9, ♦A | pair
♥2, ♠7, ♥A, ♦9, ♦A | pair
♥2, ♥7, ♣A, ♥A, ♦9 | pair
♥2, ♥7, ♣A, ♥A, ♦A | three of a kind
♥2, ♥7, ♣A, ♦9, ♦A | pair
♥2, ♥7, ♥A, ♦9, ♦A | pair
♥2, ♣A, ♥A, ♦9, ♦A | three of a kind
♠7, ♥7, ♣A, ♥A, ♦9 | two pairs
♠7, ♥7, ♣A, ♥A, ♦A | fullhouse
♠7, ♥7, ♣A, ♦9, ♦A | two pairs
♠7, ♥7, ♥A, ♦9, ♦A | two pairs
♠7, ♣A, ♥A, ♦9, ♦A | three of a kind
♥7, ♣A, ♥A, ♦9, ♦A | three of a kind
